30.0 	1151 
30.1 	1149 
30.2 	1148 
30.3 	1146 
30.4 	1144 
30.5 	1143 
30.6 	1141 
30.7 	1139 
30.8 	1137 
30.9 	1136 
31.0 	1134 
31.1 	1132 
31.2 	1130 
31.3 	1129 
31.4 	1127 
31.5 	1125 
31.6 	1123 
31.7 	1121 
31.8 	1120 
31.9 	1118 
32.0 	1116 
32.1 	1114 
32.2 	1113 
32.3 	1111 
32.4 	1109 
32.5 	1108 
32.6 	1106 
32.7 	1104 
32.8 	1102 
32.9 	1101 
33.0 	1099 
33.1 	1097 
33.2 	1095 
33.3 	1094 
33.4 	1092 
33.5 	1090 
33.6 	1088 
33.7 	1086 
33.8 	1085 
33.9 	1083 
34.0 	1081 
34.1 	1079 
34.2 	1076 
34.3 	1074 
34.4 	1072 
34.5 	1070 
34.6 	1067 
34.7 	1065 
34.8 	1063 
34.9 	1060 
35.0 	1058 
35.1 	1056 
35.2 	1053 
35.3 	1051 
35.4 	1048 
35.5 	1046 
35.6 	1044 
35.7 	1041 
35.8 	1039 
35.9 	1036 
36.0 	1034 
36.1 	1031 
36.2 	1028 
36.3 	1025 
36.4 	1022 
36.5 	1020 
36.6 	1017 
36.7 	1014 
36.8 	1011 
36.9 	1008 
37.0 	1005 
37.1 	1002 
37.2 	999 
37.3 	996 
37.4 	993 
37.5 	991 
37.6 	988 
37.7 	985 
37.8 	982 
37.9 	979 
38.0 	976 
38.1 	972 
38.2 	969 
38.3 	965 
38.4 	962 
38.5 	958 
38.6 	954 
38.7 	951 
38.8 	947 
38.9 	944 
39.0 	940 
39.1 	936 
39.2 	932 
39.3 	928 
39.4 	924 
39.5 	921 
39.6 	917 
39.7 	913 
39.8 	909 
39.9 	905 
40.0 	901 
40.1 	896 
40.2 	892 
40.3 	887 
40.4 	882 
40.5 	878 
40.6 	873 
40.7 	868 
40.8 	863 
40.9 	859 
41.0 	854 
41.1 	849 
41.2 	844 
41.3 	838 
41.4 	833 
41.5 	828 
41.6 	823 
41.7 	818 
41.8 	812 
41.9 	807 
42.0 	802 
42.1 	796 
42.2 	790 
42.3 	784 
42.4 	778 
42.5 	772 
42.6 	766 
42.7 	760 
42.8 	754 
42.9 	748 
43.0 	742 
43.1 	736 
43.2 	729 
43.3 	723 
43.4 	716 
43.5 	710 
43.6 	704 
43.7 	697 
43.8 	691 
43.9 	684 
44.0 	678 
44.1 	670 
44.2 	663 
44.3 	655 
44.4 	648 
44.5 	640 
44.6 	632 
44.7 	625 
44.8 	617 
44.9 	610 
45.0 	602 
45.1 	594 
45.2 	585 
45.3 	577 
45.4 	568 
45.5 	560 
45.6 	551 
45.7 	543 
45.8 	534 
45.9 	526 
	
